,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
1743,1,CLINTON,13 CONDOS - ELEVATOR APARTMENTS            ,2,1090,1205, ,R4,635 WEST 42ND   STREET,45E,10036,1,0,1, -  , -  ,2005,2,R4,1950000,2017-07-06 00:00:00
1744,1,CLINTON,13 CONDOS - ELEVATOR APARTMENTS            ,2,1090,1234, ,R4,635 WEST 42ND   STREET,30F,10036,1,0,1, -  , -  ,2005,2,R4,1680000,2017-05-22 00:00:00
1745,1,CLINTON,13 CONDOS - ELEVATOR APARTMENTS            ,2,1090,1239, ,R4,635 WEST 42ND   STREET,35F,10036,1,0,1, -  , -  ,2005,2,R4,1825000,2016-11-30 00:00:00
1746,1,CLINTON,13 CONDOS - ELEVATOR APARTMENTS            ,2,1090,1258, ,R4,635 WEST 42ND   STREET,9G,10036,1,0,1, -  , -  ,2005,2,R4,1235000,2017-08-09 00:00:00
1747,1,CLINTON,13 CONDOS - ELEVATOR APARTMENTS            ,2,1090,1258, ,R4,635 WEST 42ND   STREET,9G,10036,1,0,1, -  , -  ,2005,2,R4,1007002,2016-12-21 00:00:00
1748,1,CLINTON,13 CONDOS - ELEVATOR APARTMENTS            ,2,1090,1280, ,R4,635 WEST 42ND STREET,32G,10036,1,0,1, -  , -  ,2005,2,R4,1090000,2016-12-30 00:00:00
1749,1,CLINTON,13 CONDOS - ELEVATOR APARTMENTS            ,2,1090,1292, ,R4,635 WEST 42ND   STREET,44G,10036,1,0,1, -  , -  ,2005,2,R4,999000,2017-07-12 00:00:00
1750,1,CLINTON,13 CONDOS - ELEVATOR APARTMENTS            ,2,1090,1300, ,R4,635 WEST 42ND   STREET,7H,10036,1,0,1, -  , -  ,2005,2,R4,830913,2017-08-09 00:00:00
1751,1,CLINTON,13 CONDOS - ELEVATOR APARTMENTS            ,2,1090,1314, ,R4,635 WEST 42ND STREET,22H,10036,1,0,1, -  , -  ,2005,2,R4,998000,2016-11-29 00:00:00
1752,1,CLINTON,13 CONDOS - ELEVATOR APARTMENTS            ,2,1090,1335, ,R4,635 WEST 42ND   STREET,43H,10036,1,0,1, -  , -  ,2005,2,R4,1275000,2017-03-29 00:00:00
1753,1,CLINTON,13 CONDOS - ELEVATOR APARTMENTS            ,2,1090,1346, ,R4,635 WEST 42ND   STREET,9J,10036,1,0,1, -  , -  ,2005,2,R4,770000,2017-05-19 00:00:00
1754,1,CLINTON,13 CONDOS - ELEVATOR APARTMENTS            ,2,1090,1349, ,R4,635 WEST 42ND STREET,12J,10036,1,0,1, -  , -  ,2005,2,R4,799000,2017-08-02 00:00:00
1755,1,CLINTON,13 CONDOS - ELEVATOR APARTMENTS            ,2,1090,1355, ,R4,635 WEST 42ND   STREET,19J,10036,1,0,1, -  , -  ,2005,2,R4, -  ,2016-12-19 00:00:00
1756,1,CLINTON,13 CONDOS - ELEVATOR APARTMENTS            ,2,1090,1355, ,R4,635 WEST 42ND   STREET,19J,10036,1,0,1, -  , -  ,2005,2,R4,760000,2016-09-28 00:00:00
1757,1,CLINTON,13 CONDOS - ELEVATOR APARTMENTS            ,2,1090,1360, ,R4,635 WEST 42ND STREET,24J,10036,1,0,1, -  , -  ,2005,2,R4,1464000,2016-10-31 00:00:00
1758,1,CLINTON,13 CONDOS - ELEVATOR APARTMENTS            ,2,1090,1373, ,R4,635 WEST 42ND STREET,37J,10036,1,0,1, -  , -  ,2005,2,R4,1650000,2016-11-04 00:00:00
1759,1,CLINTON,13 CONDOS - ELEVATOR APARTMENTS            ,2,1090,1383, ,R4,635 WEST 42ND   STREET,2K,10036,1,0,1, -  , -  ,2005,2,R4,935000,2017-07-17 00:00:00
1760,1,CLINTON,13 CONDOS - ELEVATOR APARTMENTS            ,2,1090,1391, ,R4,635 WEST 42ND   STREET,10K,10036,1,0,1, -  , -  ,2005,2,R4,785000,2017-07-10 00:00:00
1761,1,CLINTON,13 CONDOS - ELEVATOR APARTMENTS            ,2,1090,1396, ,R4,635 WEST 42ND   STREET,16K,10036,1,0,1, -  , -  ,2005,2,R4,756001,2016-11-29 00:00:00
1762,1,CLINTON,13 CONDOS - ELEVATOR APARTMENTS            ,2,1090,1403, ,R4,635 WEST 42ND STREET,23K,10036,1,0,1, -  , -  ,2005,2,R4,1663820,2017-06-26 00:00:00
1763,1,CLINTON,13 CONDOS - ELEVATOR APARTMENTS            ,2,1090,1427, ,R4,635 WEST 42ND   STREET,2L,10036,1,0,1, -  , -  ,2005,2,R4,1185000,2016-10-14 00:00:00
1764,1,CLINTON,13 CONDOS - ELEVATOR APARTMENTS            ,2,1090,1430, ,R4,635 WEST 42ND   STREET,5L,10036,1,0,1, -  , -  ,2005,2,R4,850000,2017-05-05 00:00:00
1765,1,CLINTON,13 CONDOS - ELEVATOR APARTMENTS            ,2,1090,1445, ,R4,635 WEST 42ND   STREET,21L,10036,1,0,1, -  , -  ,2005,2,R4,999000,2017-07-06 00:00:00
1766,1,CLINTON,13 CONDOS - ELEVATOR APARTMENTS            ,2,1090,1445, ,R4,635 WEST 42ND   STREET,21L,10036,1,0,1, -  , -  ,2005,2,R4, -  ,2017-06-29 00:00:00
1767,1,CLINTON,13 CONDOS - ELEVATOR APARTMENTS            ,2,1090,1457, ,R4,635 WEST 42ND   STREET,14M,10036,1,0,1, -  , -  ,2005,2,R4,920000,2016-12-20 00:00:00
1768,1,CLINTON,13 CONDOS - ELEVATOR APARTMENTS            ,2,1090,1464, ,R4,635 WEST 42ND STREET,21M,10036,1,0,1, -  , -  ,2005,2,R4,825000,2017-04-25 00:00:00
1769,1,CLINTON,13 CONDOS - ELEVATOR APARTMENTS            ,2,1090,1466, ,R4,635 WEST 42ND   STREET,4N,10036,1,0,1, -  , -  ,2005,2,R4, -  ,2017-03-09 00:00:00
1770,1,CLINTON,13 CONDOS - ELEVATOR APARTMENTS            ,2,1090,1475, ,R4,635 WEST 42ND   STREET,14N,10036,1,0,1, -  , -  ,2005,2,R4,1140000,2017-08-16 00:00:00
1771,1,CLINTON,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,1053,1102, ,R1,426 WEST 44TH STREET,42769,10036,1,0,1, -  , -  ,1901,2,R1, -  ,2017-08-17 00:00:00
1772,1,CLINTON,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,1058,1102, ,R1,424 WEST 49TH STREET,3A,10019,1,0,1, -  , -  ,1910,2,R1,677060,2017-03-28 00:00:00
1773,1,CLINTON,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,1058,1103, ,R1,424 WEST 49TH   STREET,3B,10019,1,0,1, -  , -  ,1899,2,R1, -  ,2017-04-27 00:00:00
1774,1,CLINTON,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,1070,1103, ,R1,534 WEST 42ND   STREET,3,10036,1,0,1, -  , -  ,2010,2,R1,1060000,2016-12-15 00:00:00
"1775,1,CLINTON,17 CONDO COOPS                             ,2,1058,1002, ,R9,""715 9TH AVENUE, 3RN"", ,10019,0,0,0, -  , -  ,1901,2,R9,340000,2016-09-15 00:00:00"
"1776,1,CLINTON,17 CONDO COOPS                             ,2,1071,1401, ,R9,""529 WEST 42ND STREET, 5J"", ,10036,0,0,0, -  , -  ,0,2,R9,875000,2016-09-08 00:00:00"
"1777,1,CLINTON,17 CONDO COOPS                             ,2,1071,1401, ,R9,""529 WEST 42ND STREET, 4F"", ,10036,0,0,0, -  , -  ,0,2,R9,895000,2016-10-21 00:00:00"
"1778,1,CLINTON,17 CONDO COOPS                             ,2,1071,1401, ,R9,""529 WEST 42ND STREET, 5Q"", ,10036,0,0,0, -  , -  ,0,2,R9, -  ,2017-05-05 00:00:00"
"1779,1,CLINTON,17 CONDO COOPS                             ,2,1071,1401, ,R9,""529 WEST 42ND STREET, 1A"", ,10036,0,0,0, -  , -  ,0,2,R9,680000,2017-04-11 00:00:00"
1780,1,CLINTON,21 OFFICE BUILDINGS                        ,4,1098,22, ,O2,615 WEST 50TH   STREET, ,10019,0,2,2,10042,18417,1940,4,O2, -  ,2017-03-21 00:00:00
1781,1,CLINTON,21 OFFICE BUILDINGS                        ,4,1098,29, ,O2,601 WEST 50TH   STREET, ,10019,0,10,10,17573,103788,1940,4,O2, -  ,2017-03-21 00:00:00
1782,1,CLINTON,28 COMMERCIAL CONDOS                       ,4,1069,1006, ,R5,551 10TH   AVENUE,COMM,10018,0,1,1, -  , -  ,2013,4,R5,67734101,2016-12-02 00:00:00
1783,1,CLINTON,29 COMMERCIAL GARAGES                      ,4,1094,11, ,GW,638 WEST 47TH   STREET, ,10036,0,1,1,5021,2875,1940,4,GW,21500000,2017-07-18 00:00:00
1784,1,CLINTON,29 COMMERCIAL GARAGES                      ,4,1095,24, ,G2,607-611 WEST 47TH   STREET, ,10036,0,2,2,7531,15062,1940,4,G2,18500000,2017-01-20 00:00:00
1785,1,CLINTON,31 COMMERCIAL VACANT LAND                  ,4,1064,9, ,V1,443 WEST 54TH STREET, ,10019,0,0,0,2750, -  ,0,4,V1,23000000,2017-05-22 00:00:00
1786,1,CLINTON,31 COMMERCIAL VACANT LAND                  ,4,1064,10, ,V1,439-441 WEST 54TH STREET, ,10019,0,0,0,5021, -  ,0,4,V1, -  ,2017-05-22 00:00:00
1787,1,CLINTON,32 HOSPITAL AND HEALTH FACILITIES          ,4,1057,13, ,I7,441 WEST 47TH   STREET, ,10036,20,1,21,5648,15469,1966,4,I7, -  ,2017-08-17 00:00:00
1788,1,CLINTON,37 RELIGIOUS FACILITIES                    ,4,1053,59, ,M4,460 WEST 44TH   STREET, ,10036,0,2,2,5021,8848,1910,4,M4,8010000,2017-03-17 00:00:00
1789,1,CLINTON,41 TAX CLASS 4 - OTHER                     ,4,1061,45, ,Z9,424 WEST 52ND   STREET, ,10019,0,2,2,2510,336,1998,4,Z9,4700000,2017-02-01 00:00:00
1790,1,CLINTON,44 CONDO PARKING                           ,4,1063,1303, ,RG,N/A WEST 54TH   STREET, ,10019,0,0,1, -  , -  ,2007,4,RG, -  ,2017-07-11 00:00:00
1791,1,CLINTON,44 CONDO PARKING                           ,4,1063,1316, ,RG,N/A WEST 54TH   STREET, ,10019,0,0,1, -  , -  ,2007,4,RG, -  ,2017-07-18 00:00:00
1792,1,CLINTON,46 CONDO STORE BUILDINGS                   , ,1051,1505, , ,400 TIME SQUARE, ,0,0,0,0, -  , -  ,0,4,RK,3328500,2017-07-21 00:00:00
1793,1,CLINTON,47 CONDO NON-BUSINESS STORAGE              ,4,1053,1267, ,RS,464 WEST 44TH   STREET,S8,10036,0,0,1, -  , -  ,2006,4,RS, -  ,2017-07-05 00:00:00
1794,1,CLINTON,47 CONDO NON-BUSINESS STORAGE              ,4,1053,1273, ,RS,464 WEST 44TH   STREET,S14,10036,0,0,1, -  , -  ,2006,4,RS, -  ,2016-09-21 00:00:00
1795,1,EAST VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,436,1, ,S2,138 1 AVENUE, ,10009,2,1,3,1200,3360,1900,1,S2,3000000,2017-08-31 00:00:00
1796,1,EAST VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,458,45, ,S2,8 EAST 2ND STREET, ,10003,2,1,3,1600,6312,1899,1,S2, -  ,2017-07-07 00:00:00
1797,1,EAST VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,458,47, ,S2,4 EAST 2ND STREET, ,10003,2,1,3,1280,5920,1899,1,S2,6800000,2017-01-23 00:00:00
1798,1,EAST VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,467,53, ,B9,217 EAST 11TH   STREET, ,10003,2,0,2,1275,2640,1899,1,B9,4000000,2017-06-08 00:00:00
1799,1,EAST VILLAGE,07 RENTALS - WALKUP APARTMENTS             ,2,434,21, ,C7,114-116 EAST 7TH STREET, ,10009,28,2,30,4545,20225,1900,2,C7,13835000,2017-01-10 00:00:00
1800,1,EAST VILLAGE,07 RENTALS - WALKUP APARTMENTS             ,2,434,43, ,C1,429 EAST 6TH STREET, ,10009,20,0,20,4163,9187,1920,2,C1,5292000,2017-05-11 00:00:00
1801,1,EAST VILLAGE,07 RENTALS - WALKUP APARTMENTS             ,2,436,48, ,C7,103 ST MARKS PLACE, ,10009,21,2,23,3522,13405,1920,2,C7, -  ,2017-06-07 00:00:00
1802,1,EAST VILLAGE,07 RENTALS - WALKUP APARTMENTS             ,2,436,48, ,C7,103 ST MARKS PLACE, ,10009,21,2,23,3522,13405,1920,2,C7, -  ,2017-06-07 00:00:00
1803,1,EAST VILLAGE,07 RENTALS - WALKUP APARTMENTS             ,2B,437,8, ,C7,246 EAST 10TH STREET, ,10009,7,1,8,1266,4478,1900,2,C7, -  ,2017-02-08 00:00:00
1804,1,EAST VILLAGE,07 RENTALS - WALKUP APARTMENTS             ,2B,440,36, ,C7,199 AVENUE A, ,10009,9,1,10,2575,5706,1900,2,C7, -  ,2017-07-20 00:00:00
1805,1,EAST VILLAGE,07 RENTALS - WALKUP APARTMENTS             ,2,440,38, ,C7,195 AVENUE A, ,10009,40,5,45,5175,24576,1910,2,C7, -  ,2017-07-20 00:00:00
1806,1,EAST VILLAGE,07 RENTALS - WALKUP APARTMENTS             ,2,440,53, ,C7,413 EAST 12TH   STREET, ,10009,16,1,17,2512,11040,1920,2,C7, -  ,2017-07-20 00:00:00
1807,1,EAST VILLAGE,07 RENTALS - WALKUP APARTMENTS             ,2,442,11, ,C5,31 EAST 1ST STREET, ,10003,21,0,21,2144,7495,1920,2,C5,5381394,2016-09-23 00:00:00
1808,1,EAST VILLAGE,07 RENTALS - WALKUP APARTMENTS             ,2,447,42, ,C1,333 EAST 5TH STREET, ,10003,24,0,24,2425,7000,1900,2,C1,6354000,2017-05-11 00:00:00
1809,1,EAST VILLAGE,07 RENTALS - WALKUP APARTMENTS             ,2,447,43, ,C1,331 EAST 5TH STREET, ,10003,24,0,24,2425,7000,1900,2,C1,6354000,2017-05-11 00:00:00
1810,1,EAST VILLAGE,07 RENTALS - WALKUP APARTMENTS             ,2,448,19, ,C1,70 EAST 7TH   STREET, ,10003,24,0,24,2271,10092,1910,2,C1,10,2016-12-16 00:00:00
1811,1,EAST VILLAGE,07 RENTALS - WALKUP APARTMENTS             ,2,449,18, ,C7,58 ST MARKS PLACE, ,10003,19,1,20,2437,10905,1900,2,C7,12326000,2016-11-17 00:00:00
1812,1,EAST VILLAGE,07 RENTALS - WALKUP APARTMENTS             ,2,450,28, ,C7,348 EAST 9TH   STREET, ,10003,14,1,15,2348,10986,1900,2,C7, -  ,2016-09-30 00:00:00
1813,1,EAST VILLAGE,07 RENTALS - WALKUP APARTMENTS             ,2,452,47, ,C7,221 EAST 10TH   STREET, ,10003,24,2,26,2369,10470,1900,2,C7,10025000,2016-11-17 00:00:00
1814,1,EAST VILLAGE,07 RENTALS - WALKUP APARTMENTS             ,2,454,32, ,C1,346 EAST 13TH   STREET, ,10003,24,0,24,4336,16752,1920,2,C1, -  ,2017-07-20 00:00:00
1815,1,EAST VILLAGE,07 RENTALS - WALKUP APARTMENTS             ,2A,454,65, ,C3,311 EAST 12 STREET, ,10003,4,0,4,2065,4000,1900,2,C3, -  ,2016-11-29 00:00:00
1816,1,EAST VILLAGE,07 RENTALS - WALKUP APARTMENTS             ,2B,461,23, ,C4,230 EAST 6TH   STREET, ,10003,10,0,10,2425,8940,1920,2,C4, -  ,2017-01-04 00:00:00
1817,1,EAST VILLAGE,07 RENTALS - WALKUP APARTMENTS             ,2,461,30, ,C7,97 2 AVENUE, ,10003,10,1,11,2599,10948,1900,2,C7, -  ,2017-06-20 00:00:00
1818,1,EAST VILLAGE,07 RENTALS - WALKUP APARTMENTS             ,2,463,27, ,C7,341/2 SAINT MARKS PLACE, ,10003,11,1,12,1840,7692,1900,2,C7,8300000,2016-10-28 00:00:00
1819,1,EAST VILLAGE,08 RENTALS - ELEVATOR APARTMENTS           ,2,436,44, ,D3,107 ST MARKS PLACE, ,10009,48,0,48,8904,25610,1920,2,D3,30449204,2017-08-08 00:00:00
1820,1,EAST VILLAGE,08 RENTALS - ELEVATOR APARTMENTS           ,2,445,55, ,D6,59 EAST 3RD   STREET, ,10013,79,3,82,6251,28314,1910,2,D6, -  ,2017-07-13 00:00:00
1821,1,EAST VILLAGE,08 RENTALS - ELEVATOR APARTMENTS           ,2B,451,17, ,D6,212 EAST 10TH   STREET, ,10003,9,1,10,2307,12304,1900,2,D6, -  ,2017-03-22 00:00:00
"1822,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,436,57, ,C6,""87 ST MARKS PLACE, 4A"", ,10009,0,0,0, -  , -  ,1940,2,C6,800000,2017-02-28 00:00:00"
"1823,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,436,57, ,C6,""87 ST. MARKS PLACE, 4D"", ,10009,0,0,0, -  , -  ,1940,2,C6,532000,2017-03-23 00:00:00"
"1824,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,436,57, ,C6,""87 ST. MARKS PLACE, 4E"", ,10009,0,0,0, -  , -  ,1940,2,C6,525000,2017-03-23 00:00:00"
"1825,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,436,57, ,C6,""87 ST MARKS PLACE, 1BB"", ,10009,0,0,0, -  , -  ,1940,2,C6,1107000,2017-04-18 00:00:00"
"1826,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,440,52, ,C6,""415 EAST 12 STREET, 11"", ,10009,0,0,0, -  , -  ,1900,2,C6,170000,2017-02-28 00:00:00"
"1827,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,440,52, ,C6,""415 EAST 12TH   STREET, 2"", ,10009,0,0,0, -  , -  ,1900,2,C6,145000,2017-04-20 00:00:00"
"1828,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,443,50, ,C6,""54 EAST 1ST STREET, 1C"", ,10003,0,0,0, -  , -  ,1910,2,C6,549000,2017-06-13 00:00:00"
"1829,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,444,33, ,C6,""88 EAST 3RD STREET, FG"", ,10003,0,0,0, -  , -  ,1900,2,C6,619000,2016-09-29 00:00:00"
"1830,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,444,33, ,C6,""88 EAST 3RD STREET, 9"", ,10003,0,0,0, -  , -  ,1900,2,C6,432000,2017-08-03 00:00:00"
"1831,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,445,51, ,C6,""71 EAST 3RD STREET, 23/24"", ,10003,0,0,0, -  , -  ,1900,2,C6,860000,2016-11-18 00:00:00"
"1832,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,445,51, ,C6,""71 EAST 3RD STREET, 2/2A"", ,10003,0,0,0, -  , -  ,1900,2,C6,435000,2017-01-30 00:00:00"
"1833,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,445,51, ,C6,""71 EAST 3RD STREET, 21/22"", ,10003,0,0,0, -  , -  ,1900,2,C6,975000,2017-03-29 00:00:00"
"1834,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,445,51, ,C6,""71 EAST 3RD STREET, 1314H"", ,10003,0,0,0, -  , -  ,1900,2,C6,31941,2017-06-01 00:00:00"
"1835,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,445,51, ,C6,""71 EAST 3RD STREET, 14"", ,10003,0,0,0, -  , -  ,1900,2,C6,440000,2017-06-01 00:00:00"
"1836,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,445,51, ,C6,""71 EAST 3RD STREET, 13"", ,10003,0,0,0, -  , -  ,1900,2,C6,400000,2017-06-01 00:00:00"
"1837,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,446,25, ,C6,""334 EAST 5TH STREET, 1W"", ,10003,0,0,0, -  , -  ,1900,2,C6,640000,2016-09-19 00:00:00"
"1838,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,454,60, ,C6,""321 EAST 12TH, 24"", ,10003,0,0,0, -  , -  ,1920,2,C6,675000,2016-10-18 00:00:00"
"1839,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,454,60, ,C6,""321 EAST 12TH ST, 1"", ,10003,0,0,0, -  , -  ,1920,2,C6,725000,2017-02-15 00:00:00"
"1840,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,454,60, ,C6,""321 EAST 12TH STREET, 33"", ,10003,0,0,0, -  , -  ,1920,2,C6,829000,2017-08-21 00:00:00"
"1841,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,454,63, ,C6,""315 EAST 12TH   STREET, 22"", ,10003,0,0,0, -  , -  ,1900,2,C6,682000,2016-11-18 00:00:00"
"1842,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,454,63, ,C6,""315 EAST 12TH STREET, 23"", ,10003,0,0,0, -  , -  ,1900,2,C6,525000,2017-02-28 00:00:00"
"1843,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,454,63, ,C6,""315 EAST 12TH STREET, 27"", ,10003,0,0,0, -  , -  ,1900,2,C6,856000,2017-05-22 00:00:00"
"1844,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,454,63, ,C6,""315 EAST 12TH STREET, 19"", ,10003,0,0,0, -  , -  ,1900,2,C6,510000,2017-06-28 00:00:00"
"1845,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,454,63, ,C6,""315 EAST 12TH STREET, 8"", ,10003,0,0,0, -  , -  ,1900,2,C6,1117000,2017-07-12 00:00:00"
"1846,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,454,66, ,C6,""307 EAST 12TH   STREET, 1B"", ,10003,0,0,0, -  , -  ,1920,2,C6,1350000,2017-05-04 00:00:00"
"1847,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,454,66, ,C6,""307 EAST 12TH   STREET, 2A"", ,10003,0,0,0, -  , -  ,1920,2,C6,1000000,2017-08-03 00:00:00"
"1848,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2C,455,18, ,C6,""322 EAST 14TH STREET, 3R"", ,10003,0,0,0, -  , -  ,1920,2,C6,512000,2017-08-17 00:00:00"
"1849,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,466,21, ,C6,""224 EAST 11TH STREET, 19"", ,10003,0,0,0, -  , -  ,1910,2,C6,730000,2017-02-28 00:00:00"
"1850,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,466,21, ,C6,""224 EAST 11TH STREET, 12"", ,10003,0,0,0, -  , -  ,1910,2,C6,712950,2017-04-06 00:00:00"
"1851,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,466,48, ,C6,""119 EAST 10TH STREET, 4"", ,10003,0,0,0, -  , -  ,1870,2,C6,2300000,2017-08-14 00:00:00"
"1852,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2C,468,43, ,C6,""237 EAST 12TH STREET, 4A"", ,10003,0,0,0, -  , -  ,1900,2,C6,599000,2017-02-24 00:00:00"
"1853,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2C,468,43, ,C6,""237 EAST 12TH STREET, B"", ,10003,0,0,0, -  , -  ,1900,2,C6,1775000,2017-06-15 00:00:00"
"1854,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2C,468,43, ,C6,""237 EAST 12TH STREET, A"", ,10003,0,0,0, -  , -  ,1900,2,C6,470000,2017-06-08 00:00:00"
"1855,1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,431,25, ,D4,""172 EAST 4TH STREET, 11-A"", ,10009,0,0,0, -  , -  ,1929,2,D4, -  ,2016-09-02 00:00:00"
"1856,1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,431,25, ,D4,""172 EAST 4TH STREET, 8H"", ,10009,0,0,0, -  , -  ,1929,2,D4,1535000,2016-09-22 00:00:00"
"1857,1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,431,25, ,D4,""172 EAST 4TH STREET, 11F"", ,10009,0,0,0, -  , -  ,1929,2,D4,1850000,2016-09-28 00:00:00"
"1858,1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,431,25, ,D4,""172 EAST 4TH STREET, 7B"", ,10009,0,0,0, -  , -  ,1929,2,D4,870000,2016-11-18 00:00:00"
"1859,1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,431,31, ,D4,""141 EAST 3RD STREET, 2H"", ,10009,0,0,0, -  , -  ,1929,2,D4,1490000,2016-09-23 00:00:00"
"1860,1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,431,31, ,D4,""141 E 3RD ST, 4C"", ,10009,0,0,0, -  , -  ,1929,2,D4,755000,2017-01-25 00:00:00"
"1861,1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,431,31, ,D4,""141 EAST 3RD STREET, 7D"", ,10009,0,0,0, -  , -  ,1929,2,D4,980000,2017-03-01 00:00:00"
"1862,1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,452,6, ,D4,""170 2ND AVE, 12B"", ,10003,0,0,0, -  , -  ,1928,2,D4,3025000,2016-09-13 00:00:00"
"1863,1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,452,6, ,D4,""170 SECOND AVENUE, 12C"", ,10003,0,0,0, -  , -  ,1928,2,D4,940000,2016-09-29 00:00:00"
"1864,1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,452,6, ,D4,""170 SECOND AVENUE, 14B"", ,10003,0,0,0, -  , -  ,1928,2,D4,2785000,2016-11-21 00:00:00"
"1865,1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,452,6, ,D4,""170 2ND AVENUE, 8B"", ,10003,0,0,0, -  , -  ,1928,2,D4,2650000,2017-01-17 00:00:00"
"1866,1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,452,6, ,D4,""170 SECOND AVENUE, 8A"", ,10003,0,0,0, -  , -  ,1928,2,D4,1600000,2017-04-12 00:00:00"
"1867,1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,452,6, ,D4,""170 SECOND AVENUE, 3D"", ,10003,0,0,0, -  , -  ,1928,2,D4,1680000,2017-05-02 00:00:00"
"1868,1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,452,6, ,D4,""170 SECOND AVENUE, 12D"", ,10003,0,0,0, -  , -  ,1928,2,D4,1800000,2017-06-09 00:00:00"
"1869,1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,461,24, ,D4,""232 EAST 6TH STREET, 5C"", ,10003,0,0,0, -  , -  ,1920,2,D4,384000,2017-07-31 00:00:00"
"1870,1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,461,24, ,D4,""232 EAST 6TH STREET, 1C"", ,10003,0,0,0, -  , -  ,1920,2,D4,360000,2017-07-31 00:00:00"
